ServCode;latitude;longitude;conceptKeyword;VarCode;VarName;datatype;valuetype,sample medium;Sitename;ValueCount;Organization
ShaleNetworkODM; 39.9356; -76.9717; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #868 Beaver Creek #1; 2; Shale Network
ShaleNetworkODM; 40.5456; -79.4144; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; BIG RUN 8 (old#9); KKIBR9; 19; Shale Network
ShaleNetworkODM; 41.4056; -75.6383; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #834 Roaring Brook site 2; 19; Shale Network
ShaleNetworkODM; 40.8172; -75.6722; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #166 Pohopoco; 6; Shale Network
ShaleNetworkODM; 40.984; -75.143; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Site #740; 3; Shale Network
ShaleNetworkODM; 40.5867; -75.3456; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #159 Saucon Creek; 6; Shale Network
ShaleNetworkODM; 40.5547; -79.2908; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #831 Unamed culvert outlet by Speedway; 10; Shale Network
ShaleNetworkODM; 41.6722; -80.2142; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #199 Cussewago Creek; Denny Rd.; 1; Shale Network
ShaleNetworkODM; 40.1647; -77.0122; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #522 unnamed; 9; Shale Network
ShaleNetworkODM; 40.2558; -75.4442; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #8 East Branch Perkioman; 56; Shale Network
ShaleNetworkODM; 40.984; -75.143; Nitrogen, total; ShaleNetwork:POWR_Nitrogen_mg-L; Nitrogen, total; Unknown; Unknown; Unknown; Site #740; 1; Shale Network
ShaleNetworkODM; 40.1389; -79.9375; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_TotalPhosphateFieldDuplicate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #850 Maple Creek #2; 3; Shale Network
ShaleNetworkODM; 41.5661; -75.5125; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #824 Lackawanna; 12; Shale Network
ShaleNetworkODM; 40.1364; -79.9058; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #846 Maple Creek (South Branch); 91; Shale Network
ShaleNetworkODM; 41.8933; -79.1467; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #145 Conewango Creek @ Warren Mall; 7; Shale Network
ShaleNetworkODM; 40.5019; -78.4244; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #898 Mill Run; 38; Shale Network
ShaleNetworkODM; 40.9603; -75.2081; Phosphorus, total; ShaleNetwork:POWR_Phosphorus_dimensionless; Phosphorus, total; Unknown; Unknown; Unknown; #955 Cherry Creek; 1; Shale Network
ShaleNetworkODM; 40.8403; -80.0286; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #809 Little Connoquenessing Creek; 27; Shale Network
ShaleNetworkODM; 40.8739; -76.005; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Little Schuylkill River site BAMRLS-2; 9; Shale Network
ShaleNetworkODM; 40.8542; -76.0039; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; Little Schuylkill River site DEP-30; 7; Shale Network
ShaleNetworkODM; 39.8081; -76.4761; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_TotalPhosphateFieldDuplicate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #249 North Branch of Muddy Creek; 1; Shale Network
ShaleNetworkODM; 39.7514; -77.3183; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #855 Middle Creek #1; 20; Shale Network
ShaleNetworkODM; 40.5319; -79.1656; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #456 Tearing Run; 3; Shale Network
ShaleNetworkODM; 40.3881; -76.9417; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #604 Clark Creek; 2; Shale Network
ShaleNetworkODM; 39.8836; -76.73; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #609 Tributary to South Branch; Codorus Creek (Nix; 52; Shale Network
ShaleNetworkODM; 40.5006; -79.1158; Phosphorus, total; ShaleNetwork:POWR_Phosphorus_dimensionless; Phosphorus, total; Unknown; Unknown; Unknown; #493 Laurel Run; 1; Shale Network
ShaleNetworkODM; 40.5686; -79.1058; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #765 Ferrier Run; 4; Shale Network
ShaleNetworkODM; 40.2683; -75.2739; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #72 West Branch Neshaminy Creek; Hatfield; 80; Shale Network
ShaleNetworkODM; 41.3331; -79.7689; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_NitrateColorimeter_mg-L; Nitrogen, dissolved nitrate (NO3); Unknown; Unknown; Unknown; #647 East Sandy Creek; 1; Shale Network
ShaleNetworkODM; 40.7547; -75.9464; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Little Schuylkill River site DEP-52; 5; Shale Network
ShaleNetworkODM; 41.7144; -80.2303; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #198 French Creek; Saegertown access; 8; Shale Network
ShaleNetworkODM; 41.7233; -79.0556; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #141 Tionesta Creek  (West Branch); 10; Shale Network
ShaleNetworkODM; 40.8731; -76.0047; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; Little Schuylkill River site BAMRLS-3; 2; Shale Network
ShaleNetworkODM; 40.5328; -79.1381; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #581 Tearing Run #2; 6; Shale Network
ShaleNetworkODM; 40.9237; -77.0532; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Buffalo Creek (Union Co.); 6; Shale Network
ShaleNetworkODM; 40.5881; -78.9006; Phosphorus, total; ShaleNetwork:POWR_Phosphorus_dimensionless; Phosphorus, total; Unknown; Unknown; Unknown; #753 Little Yellow Creek; 1; Shale Network
ShaleNetworkODM; 40.2683; -75.2739; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_NitrateColorimeter_mg-L; Nitrogen, dissolved nitrate (NO3); Unknown; Unknown; Unknown; #72 West Branch Neshaminy Creek; Hatfield; 1; Shale Network
ShaleNetworkODM; 40; -76.9167; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #168 Beaver Creek; 10; Shale Network
ShaleNetworkODM; 40.4711; -79.3394; Phosphorus, total; ShaleNetwork:POWR_Phosphorus_dimensionless; Phosphorus, total; Unknown; Unknown; Unknown; #484 Roaring Run; 1; Shale Network
ShaleNetworkODM; 39.7558; -76.6986; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #816 Codorus Creek; South Branch; 73; Shale Network
ShaleNetworkODM; 40.3089; -76.8756; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #530 Paxton Creek; 2; Shale Network
ShaleNetworkODM; 41.7067; -80.145; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #730 Woodcock Creek @ Park Ave.; 1; Shale Network
ShaleNetworkODM; 41.1051; -74.8949; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; BEAV-1; 2; Shale Network
ShaleNetworkODM; 39.9931; -76.9114; Nitrogen, total; ShaleNetwork:POWR_Nitrogen_mg-L; Nitrogen, total; Unknown; Unknown; Unknown; #215 SALMON RUN; 1; Shale Network
ShaleNetworkODM; 41.1059; -74.8941; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; UTC-2; 1; Shale Network
ShaleNetworkODM; 40.9642; -75.1883; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #953 Cherry Creek; 45; Shale Network
ShaleNetworkODM; 39.7558; -76.6986; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #816 Codorus Creek; South Branch; 1; Shale Network
ShaleNetworkODM; 40.6161; -78.92; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #746 Leonard Run; 27; Shale Network
ShaleNetworkODM; 40.1263; -76.2565; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_TotalPhosphateFieldBlank_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; Wenger Farm (Chem 7b); 2; Shale Network
ShaleNetworkODM; 40.789; -75.9655; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; Little Schuylkill River site SCAR-8; 1; Shale Network
ShaleNetworkODM; 40.6808; -79.19; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #63 Martin Run; 5; Shale Network
ShaleNetworkODM; 41.3631; -77.2289; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; West Branch Susquehanna River (Site 5); 29; Shale Network
ShaleNetworkODM; 40.1579; -76.2958; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Santo Domingo Cr. (Chem 2); 1; Shale Network
ShaleNetworkODM; 40.0003; -76.6017; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #184 Kreutz Creek; 64; Shale Network
ShaleNetworkODM; 40.5936; -79.3673; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Whisky Run AMD discharge #9 (old#1)  KKIBL8; 2; Shale Network
ShaleNetworkODM; 40.3575; -80.1253; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #671 Coal Run; 11; Shale Network
ShaleNetworkODM; 40.6917; -79.1792; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #528 Crooked Creek; 3; Shale Network
ShaleNetworkODM; 39.9931; -76.9114; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #215 SALMON RUN; 18; Shale Network
ShaleNetworkODM; 40.2131; -77.0283; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #546 trindle springs run; 16; Shale Network
ShaleNetworkODM; 40.4694; -79.3372; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #498 Aultman Run; 6; Shale Network
ShaleNetworkODM; 41.1225; -78.1225; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #961 Mosquito Creek; 14; Shale Network
ShaleNetworkODM; 40.5019; -78.4244; Phosphorus, total; ShaleNetwork:POWR_Phosphorus_dimensionless; Phosphorus, total; Unknown; Unknown; Unknown; #898 Mill Run; 1; Shale Network
ShaleNetworkODM; 40.9686; -75.1803; Nitrogen, nitrite (NO2); ShaleNetwork:POWR_Nitrite_dimensionless; Nitrogen, nitrite (NO2); Unknown; Unknown; Unknown; Site #735; 2; Shale Network
ShaleNetworkODM; 40.2022; -76.9261; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #910 yellow breeches creek; 8; Shale Network
ShaleNetworkODM; 40.3439; -76.9086; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #151 Fishing Creek; 5; Shale Network
ShaleNetworkODM; 40.5456; -79.4144; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; BIG RUN 8 (old#9); KKIBR9; 2; Shale Network
ShaleNetworkODM; 40.9167; -75.25; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #958 Cherry Creek; 1; Shale Network
ShaleNetworkODM; 40.3192; -76.8222; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #948 Paxton Creek; 1; Shale Network
ShaleNetworkODM; 42.5481; -77.88; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; 8; 2; Shale Network
ShaleNetworkODM; 41.622; -77.3031; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; 46.6 Anna SMine; 1; Shale Network
ShaleNetworkODM; 40.8183; -80.2517; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #812 Brush Creek; 1; Shale Network
ShaleNetworkODM; 40.8102; -75.9961; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Little Schuylkill River site SCAR-1; 4; Shale Network
ShaleNetworkODM; 40.1472; -77.0286; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #883 yellow breeches creek; 12; Shale Network
ShaleNetworkODM; 41.5755; -76.9259; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Lycoming Creek (Lycoming Co.); 3; Shale Network
ShaleNetworkODM; 41.7536; -76.7767; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Lycoming Creek (Lycoming Co.); 2; Shale Network
ShaleNetworkODM; 40.5164; -79.8928; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #572 Squaw Run; 2; Shale Network
ShaleNetworkODM; 41.8931; -79.1383; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #108 Hatch Run; 21; Shale Network
ShaleNetworkODM; 40.5211; -79.4017; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #569 Big Run; 2; Shale Network
ShaleNetworkODM; 40.0753; -76.37; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #917 Swarr Run SR2; 23; Shale Network
ShaleNetworkODM; 40.2022; -76.9261; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #910 yellow breeches creek; 4; Shale Network
ShaleNetworkODM; 40.8333; -79.1667; Phosphorus, total; ShaleNetwork:POWR_Phosphorus_dimensionless; Phosphorus, total; Unknown; Unknown; Unknown; #833 Brewer Run; 1; Shale Network
ShaleNetworkODM; 40.5733; -78.9258; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #751 Little Yellow Creek; 21; Shale Network
ShaleNetworkODM; 39.8081; -76.4761; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #249 North Branch of Muddy Creek; 33; Shale Network
ShaleNetworkODM; 41.1964; -76.3178; Nitrogen, total; ShaleNetwork:POWR_Nitrogen_mg-L; Nitrogen, total; Unknown; Unknown; Unknown; Chillisquaque Creek (Montour Co.); 1; Shale Network
ShaleNetworkODM; 41.8047; -80.0561; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #196 French Creek; Rt. 19 Cambridge Springs; 18; Shale Network
ShaleNetworkODM; 39.95; -77.3667; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #859 Conewago #2; 15; Shale Network
ShaleNetworkODM; 40.6922; -79.0503; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #762 Crooked Creek; 3; Shale Network
ShaleNetworkODM; 41.3746; -77.0677; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Lycoming Creek (Lycoming Co.); 1; Shale Network
ShaleNetworkODM; 39.9167; -77.2667; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_TotalPhosphateColorimeter_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #860 Conewago #3; 1; Shale Network
ShaleNetworkODM; 40.7911; -75.9858; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; Little Schuylkill River site 114; 2; Shale Network
ShaleNetworkODM; 40.9603; -75.2081; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Site #720; 25; Shale Network
ShaleNetworkODM; 39.72; -76.98; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; LNGA002.5-3976; 2; Shale Network
ShaleNetworkODM; 41.6225; -77.2987; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; 48.29 Hunter's Drift; 1; Shale Network
ShaleNetworkODM; 41.5037; -76.9485; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Lycoming Creek (Lycoming Co.); 2; Shale Network
ShaleNetworkODM; 41.4444; -77.9184; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; 125; 1; Shale Network
ShaleNetworkODM; 40.6161; -78.92; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_TotalPhosphateFieldDuplicate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #746 Leonard Run; 1; Shale Network
ShaleNetworkODM; 41.4472; -77.8672; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; 90; 4; Shale Network
ShaleNetworkODM; 40.4322; -79.9; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #628 Fern Hollow Run; 23; Shale Network
ShaleNetworkODM; 39.9356; -76.9717; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #868 Beaver Creek #1; 1; Shale Network
ShaleNetworkODM; 40.2039; -77.0294; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #539 trindle spring run; 20; Shale Network
ShaleNetworkODM; 40.5786; -79.3403; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #568 #3 unamed tributary to Blackleggs creek; 3; Shale Network
ShaleNetworkODM; 40.8233; -75.2008; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #164 WALTZ CREEK; 4; Shale Network
ShaleNetworkODM; 39.8081; -76.4761; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #249 North Branch of Muddy Creek; 7; Shale Network
ShaleNetworkODM; 40.6725; -79.0033; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #592 Buck Run; 2; Shale Network
ShaleNetworkODM; 40.6161; -78.92; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #746 Leonard Run; 1; Shale Network
ShaleNetworkODM; 40.4339; -79.9056; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #629 Falls Ravine Run; 21; Shale Network
ShaleNetworkODM; 40.5236; -79.4903; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_Field_Duplicate_mg-L; Nitrogen, nitrate (NO3); Unknown; Field Observation; Unknown; #843 Wolford Run; 1; Shale Network
ShaleNetworkODM; 40.0789; -75.2261; Phosphorus, phosphate (PO4); ShaleNetwork:POWR_Phosphate_mg-L; Phosphorus, phosphate (PO4); Unknown; Unknown; Unknown; #722 Wissahickon Creek; 1; Shale Network
ShaleNetworkODM; 40.2306; -77.2214; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_NitrateColorimeter_mg-L; Nitrogen, dissolved nitrate (NO3); Unknown; Unknown; Unknown; #920 unnamed tributary; 1; Shale Network
ShaleNetworkODM; 41.475; -78.15; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #478 Palmer Run; 16; Shale Network
ShaleNetworkODM; 41.2733; -76.1908; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Chillisquaque Creek (Montour Co.); 1; Shale Network
ShaleNetworkODM; 41.0392; -75.8608; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #252 SAWMILL RUN; 2; Shale Network
ShaleNetworkODM; 40.9295; -76.9859; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; Beaver Run (Tributary of Buffalo Creek); 2; Shale Network
ShaleNetworkODM; 41.385; -75.7006; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #146 Lackawanna River; 28; Shale Network
ShaleNetworkODM; 39.72; -76.18; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; CNWG004.4-3976; 3; Shale Network
ShaleNetworkODM; 40.9603; -75.2081; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; #955 Cherry Creek; 28; Shale Network
ShaleNetworkODM; 40.5899; -79.3809; Nitrogen, nitrate (NO3); ShaleNetwork:POWR_Nitrate_dimensionless; Nitrogen, nitrate (NO3); Unknown; Unknown; Unknown; Whisky Run AMD discharge #N1  KKIWN1; 4; Shale Network
ShaleNetworkODM; 40.9333; -75.25; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; #957 Cherry Creek; 1; Shale Network
ShaleNetworkODM; 42.7639; -77.7394; Phosphorus, orthophosphate; ShaleNetwork:POWR_Orthophosphate_dimensionless; Phosphorus, orthophosphate; Unknown; Unknown; Unknown; 21D; 4; Shale Network
