ServCode;latitude;longitude;conceptKeyword;VarCode;VarName;datatype;valuetype,sample medium;Sitename;ValueCount;Organization
NPCAQUAL; 43.25373526; -79.09559726; Nitrogen, nitrite (NO2) + nitrate (NO3); NPCAQUAL:Nitrogen-nitrite_nitrate; Nitrogen, nitrite (NO2) + nitrate (NO3) nitrogen; Sporadic; Sample; SurfaceWater; TM001; 1; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.08762607; -79.29180465; Phosphorus, total; NPCAQUAL:Phosphorous; Phosphorus, total; Sporadic; Sample; SurfaceWater; TW006; 60; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.25733108; -79.08666874; Nitrogen, nitrite (NO2); NPCAQUAL:Nitrogen-nitrite; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; OM001; 10; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.02876332; -79.21103806; Nitrogen, nitrite (NO2) + nitrate (NO3); NPCAQUAL:Nitrogen-nitrite_nitrate; Nitrogen, nitrite (NO2) + nitrate (NO3) nitrogen; Sporadic; Sample; SurfaceWater; WR010; 59; Niagara Peninsula Conservation Authority
NPCAQUAL; 42.88647561; -78.9547888; Ammonia; NPCAQUAL:Ammonia_as_N; Ammonia; Sporadic; Sample; SurfaceWater; KD001; 28; Niagara Peninsula Conservation Authority
NPCAQUAL; 42.99106684; -79.67732664; Nitrogen, nitrite (NO2) + nitrate (NO3); NPCAQUAL:Nitrogen-nitrite_nitrate; Nitrogen, nitrite (NO2) + nitrate (NO3) nitrogen; Sporadic; Sample; SurfaceWater; OS002; 20; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.25733108; -79.08666874; Carbon, dissolved organic; NPCAQUAL:Dissolved_Organic_Carbon; Carbon, dissolved organic; Sporadic; Sample; SurfaceWater; OM001; 1; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.18752609; -79.95966452; Ammonia; NPCAQUAL:Ammonia_as_N; Ammonia; Sporadic; Sample; SurfaceWater; WR00A; 25; Niagara Peninsula Conservation Authority
NPCAQUAL; 42.99687471; -79.56626033; Carbon, dissolved organic; NPCAQUAL:Dissolved_Organic_Carbon; Carbon, dissolved organic; Sporadic; Sample; SurfaceWater; WR006; 11; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.10366412; -79.17524033; Nitrogen, nitrite (NO2); NPCAQUAL:Nitrogen-nitrite; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; BE002; 20; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.01270366; -79.23711311; Nitrogen, nitrite (NO2) + nitrate (NO3); NPCAQUAL:Nitrogen-nitrite_nitrate; Nitrogen, nitrite (NO2) + nitrate (NO3) nitrogen; Sporadic; Sample; SurfaceWater; WR009; 2; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.11536067; -79.56612978; Ammonium ammonia ratio; NPCAQUAL:Nitrogen-ammonia_amonium; Ammonium ammonia ratio; Sporadic; Sample; SurfaceWater; TN003; 4; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.11422627; -79.13963212; Nitrogen, nitrite (NO2); NPCAQUAL:Nitrogen-nitrite; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; SH002; 28; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.02744208; -79.63221824; Nitrogen, nitrite (NO2) + nitrate (NO3); NPCAQUAL:Nitrogen-nitrite_nitrate; Nitrogen, nitrite (NO2) + nitrate (NO3) nitrogen; Sporadic; Sample; SurfaceWater; MI001; 24; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.15196934; -79.3745128; Nitrogen, total kjeldahl; NPCAQUAL:Total_Kjeldahl_Nitrogen; Nitrogen, total kjeldahl; Sporadic; Sample; SurfaceWater; TN006; 57; Niagara Peninsula Conservation Authority
NPCAQUAL; 42.84815458; -79.09515165; Phosphorus, total; NPCAQUAL:Phosphorous; Phosphorus, total; Sporadic; Sample; SurfaceWater; PA001; 28; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.07021287; -79.79813863; Phosphorus, total; NPCAQUAL:Phosphorous; Phosphorus, total; Sporadic; Sample; SurfaceWater; BU001; 57; Niagara Peninsula Conservation Authority
NPCAQUAL; 42.9311171; -78.937531; Ammonia; NPCAQUAL:Ammonia_as_N; Ammonia; Sporadic; Sample; SurfaceWater; FR003; 69; Niagara Peninsula Conservation Authority
NPCAQUAL; 43.25733108; -79.08666874; Phosphorus, total; NPCAQUAL:Phosphorous; Phosphorus, total; Sporadic; Sample; SurfaceWater; OM001; 10; Niagara Peninsula Conservation Authority
MuddyRiver; 42.330008; -71.113962; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Village Brook Drain; 34; Northeastern University
MuddyRiver; 42.322376; -71.117895; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Outlet of Wards Pond; 24; Northeastern University
MuddyRiver; 42.322376; -71.117895; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Outlet of Wards Pond; 30; Northeastern University
MuddyRiver; 42.337302; -71.111536; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Longwood Avenue Drain; 30; Northeastern University
MuddyRiver; 42.327121; -71.114834; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Daisy Field Drain; 28; Northeastern University
MuddyRiver; 42.330008; -71.113962; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Village Brook Drain; 25; Northeastern University
MuddyRiver; 42.334172; -71.111668; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Tannery Brook Drain; 23; Northeastern University
MuddyRiver; 42.327121; -71.114834; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Daisy Field Drain; 28; Northeastern University
MuddyRiver; 42.340374; -71.110708; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Longwood Avenue Bridge; 33; Northeastern University
MuddyRiver; 42.332494; -71.112989; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Pearl St. Drain; 32; Northeastern University
MuddyRiver; 42.330008; -71.113962; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Village Brook Drain; 35; Northeastern University
MuddyRiver; 42.323944; -71.115036; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Roving Location; 29; Northeastern University
MuddyRiver; 42.330724; -71.113582; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Outlet of Leverett Pond; 24; Northeastern University
MuddyRiver; 42.330724; -71.113582; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Outlet of Leverett Pond; 25; Northeastern University
MuddyRiver; 42.337302; -71.111536; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Longwood Avenue Drain; 35; Northeastern University
MuddyRiver; 42.334172; -71.111668; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Tannery Brook Drain; 28; Northeastern University
MuddyRiver; 42.349177; -71.091754; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Commonwealth Ave; 32; Northeastern University
MuddyRiver; 42.337302; -71.111536; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Longwood Avenue Drain; 34; Northeastern University
MuddyRiver; 42.341133; -71.094017; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Bridge Upstr. of Boston Gate Houses; 31; Northeastern University
MuddyRiver; 42.323944; -71.115036; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Roving Location; 28; Northeastern University
MuddyRiver; 42.3405; -71.099908; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Fens Bridge; 29; Northeastern University
MuddyRiver; 42.332494; -71.112989; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Pearl St. Drain; 27; Northeastern University
MuddyRiver; 42.343136; -71.094048; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Agassiz Road; 32; Northeastern University
MuddyRiver; 42.340374; -71.110708; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Longwood Avenue Bridge; 33; Northeastern University
MuddyRiver; 42.337302; -71.111536; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Longwood Avenue Drain; 34; Northeastern University
MuddyRiver; 42.343136; -71.094048; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Agassiz Road; 28; Northeastern University
MuddyRiver; 42.325802; -71.11592; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Outlet of Willow Pond; 26; Northeastern University
MuddyRiver; 42.340374; -71.110708; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Longwood Avenue Bridge; 28; Northeastern University
MuddyRiver; 42.349177; -71.091754; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Commonwealth Ave; 26; Northeastern University
MuddyRiver; 42.334172; -71.111668; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Tannery Brook Drain; 22; Northeastern University
MuddyRiver; 42.3405; -71.099908; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Fens Bridge; 27; Northeastern University
MuddyRiver; 42.330008; -71.113962; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Village Brook Drain; 28; Northeastern University
MuddyRiver; 42.349177; -71.091754; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Commonwealth Ave; 30; Northeastern University
MuddyRiver; 42.322376; -71.117895; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Outlet of Wards Pond; 16; Northeastern University
MuddyRiver; 42.340374; -71.110708; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Longwood Avenue Bridge; 34; Northeastern University
MuddyRiver; 42.325802; -71.11592; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Outlet of Willow Pond; 18; Northeastern University
MuddyRiver; 42.325802; -71.11592; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Outlet of Willow Pond; 33; Northeastern University
MuddyRiver; 42.340374; -71.110708; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Longwood Avenue Bridge; 35; Northeastern University
MuddyRiver; 42.323944; -71.115036; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Roving Location; 26; Northeastern University
MuddyRiver; 42.332494; -71.112989; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Pearl St. Drain; 33; Northeastern University
MuddyRiver; 42.323944; -71.115036; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Roving Location; 27; Northeastern University
MuddyRiver; 42.3405; -71.099908; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Fens Bridge; 34; Northeastern University
MuddyRiver; 42.332494; -71.112989; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Pearl St. Drain; 23; Northeastern University
MuddyRiver; 42.3405; -71.099908; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Fens Bridge; 35; Northeastern University
MuddyRiver; 42.3405; -71.099908; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Fens Bridge; 32; Northeastern University
MuddyRiver; 42.332494; -71.112989; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Pearl St. Drain; 33; Northeastern University
MuddyRiver; 42.334172; -71.111668; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Tannery Brook Drain; 28; Northeastern University
MuddyRiver; 42.341133; -71.094017; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Bridge Upstr. of Boston Gate Houses; 34; Northeastern University
MuddyRiver; 42.337302; -71.111536; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Longwood Avenue Drain; 33; Northeastern University
MuddyRiver; 42.343136; -71.094048; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Agassiz Road; 26; Northeastern University
MuddyRiver; 42.330724; -71.113582; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Outlet of Leverett Pond; 33; Northeastern University
MuddyRiver; 42.334172; -71.111668; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Tannery Brook Drain; 27; Northeastern University
MuddyRiver; 42.337302; -71.111536; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Longwood Avenue Drain; 27; Northeastern University
MuddyRiver; 42.341133; -71.094017; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Bridge Upstr. of Boston Gate Houses; 34; Northeastern University
MuddyRiver; 42.341133; -71.094017; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Bridge Upstr. of Boston Gate Houses; 34; Northeastern University
MuddyRiver; 42.325802; -71.11592; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Outlet of Willow Pond; 35; Northeastern University
MuddyRiver; 42.349177; -71.091754; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Commonwealth Ave; 33; Northeastern University
MuddyRiver; 42.332494; -71.112989; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Pearl St. Drain; 32; Northeastern University
MuddyRiver; 42.325802; -71.11592; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Outlet of Willow Pond; 29; Northeastern University
MuddyRiver; 42.343136; -71.094048; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Agassiz Road; 34; Northeastern University
MuddyRiver; 42.327121; -71.114834; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Daisy Field Drain; 33; Northeastern University
MuddyRiver; 42.323944; -71.115036; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Roving Location; 17; Northeastern University
MuddyRiver; 42.341133; -71.094017; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Bridge Upstr. of Boston Gate Houses; 36; Northeastern University
MuddyRiver; 42.330008; -71.113962; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Village Brook Drain; 34; Northeastern University
MuddyRiver; 42.334172; -71.111668; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Tannery Brook Drain; 29; Northeastern University
MuddyRiver; 42.330724; -71.113582; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Outlet of Leverett Pond; 33; Northeastern University
MuddyRiver; 42.327121; -71.114834; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Daisy Field Drain; 33; Northeastern University
MuddyRiver; 42.325802; -71.11592; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Outlet of Willow Pond; 33; Northeastern University
MuddyRiver; 42.343136; -71.094048; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Agassiz Road; 31; Northeastern University
MuddyRiver; 42.322376; -71.117895; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Outlet of Wards Pond; 30; Northeastern University
MuddyRiver; 42.327121; -71.114834; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Daisy Field Drain; 32; Northeastern University
MuddyRiver; 42.349177; -71.091754; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Commonwealth Ave; 25; Northeastern University
MuddyRiver; 42.330008; -71.113962; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Village Brook Drain; 32; Northeastern University
MuddyRiver; 42.330724; -71.113582; Nitrogen, nitrate (NO3); MR:MuddyRiver_NO3; Nitrogen, nitrate (NO3); Sporadic; Sample; SurfaceWater; Outlet of Leverett Pond; 32; Northeastern University
MuddyRiver; 42.349177; -71.091754; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Commonwealth Ave; 31; Northeastern University
MuddyRiver; 42.327121; -71.114834; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Daisy Field Drain; 34; Northeastern University
MuddyRiver; 42.3405; -71.099908; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Fens Bridge; 34; Northeastern University
MuddyRiver; 42.330724; -71.113582; Nitrogen, total; MR:MuddyRiver_TN; Nitrogen, total; Sporadic; Sample; SurfaceWater; Outlet of Leverett Pond; 32; Northeastern University
MuddyRiver; 42.322376; -71.117895; Carbon, total organic; MR:MuddyRiver_TOC; Carbon, total organic; Sporadic; Sample; SurfaceWater; Outlet of Wards Pond; 35; Northeastern University
MuddyRiver; 42.341133; -71.094017; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Bridge Upstr. of Boston Gate Houses; 27; Northeastern University
MuddyRiver; 42.340374; -71.110708; Ammonium; MR:MuddyRiver_NH4; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; Longwood Avenue Bridge; 27; Northeastern University
MuddyRiver; 42.322376; -71.117895; Nitrogen, nitrite (NO2); MR:MuddyRiver_NO2; Nitrogen, nitrite (NO2) nitrogen; Sporadic; Sample; SurfaceWater; Outlet of Wards Pond; 21; Northeastern University
MuddyRiver; 42.343136; -71.094048; Phosphorus, total; MR:MuddyRiver_TP; Phosphorus, total; Sporadic; Sample; SurfaceWater; Agassiz Road; 32; Northeastern University
GlacialRidge; 47.74329313; -96.31028044; Nitrogen, nitrate (NO3); GRP:NO3_GW; Nitrogen, nitrate (NO3); Sporadic; Sample; Groundwater; A5 - ditch buffer well farthest from the ditch (ground water); 3; University of North Dakota
GlacialRidge; 47.7311922; -96.30950861; Phosphorus, total; GRP:TP_SW; Phosphorus, total; Sporadic; Sample; SurfaceWater; UX- upper crossing on Judicial Ditch 66, at east to north bend (surface water); 11; University of North Dakota
GlacialRidge; 47.74328989; -96.30994441; Carbon, dissolved inorganic; GRP:IC_GW; Carbon, dissolved inorganic; Sporadic; Sample; Groundwater; A3 - ditch buffer well  (ground water); 1; University of North Dakota
GlacialRidge; 47.74329313; -96.31028044; Ammonium; GRP:NH4_GW; Nitrogen, NH4; Sporadic; Sample; Groundwater; A5 - ditch buffer well farthest from the ditch (ground water); 3; University of North Dakota
GlacialRidge; 47.72691737; -96.32073108; Phosphorus, total; GRP:TP_SW; Phosphorus, total; Sporadic; Sample; SurfaceWater; POND - feedlot pond on the south (surface water); 1; University of North Dakota
GlacialRidge; 47.74548814; -96.30884378; Carbon, dissolved organic; GRP:OC_GW; Carbon, dissolved organic; Sporadic; Sample; Groundwater; G38 - USGS well at the northwest corner of section 9 (ground water); 11; University of North Dakota
GlacialRidge; 47.74540359; -96.3061062; Carbon, dissolved organic; GRP:OC_GW; Carbon, dissolved organic; Sporadic; Sample; Groundwater; E - east well in wetland basin (ground water); 8; University of North Dakota
GlacialRidge; 47.74584247; -96.30691733; Phosphorus, total; GRP:TP_GW; Phosphorus, total; Sporadic; Sample; Groundwater; NE - northeast well in wetland basin (ground water); 5; University of North Dakota
GlacialRidge; 47.74658317; -96.30849362; Nitrogen, nitrate (NO3); GRP:NO3_GW; Nitrogen, nitrate (NO3); Sporadic; Sample; Groundwater; FN - far north well in wetland basin (ground water); 2; University of North Dakota
GlacialRidge; 47.74329313; -96.31028044; Nitrogen, nitrite (NO2); GRP:NO2_GW; Nitrogen, nitrite (NO2); Sporadic; Sample; Groundwater; A5 - ditch buffer well farthest from the ditch (ground water); 3; University of North Dakota
GlacialRidge; 47.74537; -96.26686; Carbon, total dissolved; GRP:TC_GW; Carbon, dissolved total; Sporadic; Sample; Groundwater; G34 - USGS well at the northeast corner of section 9 (ground water); 8; University of North Dakota
GlacialRidge; 47.75980993; -96.31251121; Carbon, dissolved inorganic; GRP:IC_SW; Carbon, dissolved inorganic; Sporadic; Sample; SurfaceWater; HX - Judicial Ditch 66 where it crosses U.S. Hwy 2 (surface water); 11; University of North Dakota
GlacialRidge; 47.74329591; -96.30981047; Nitrogen, nitrate (NO3); GRP:NO3_GW; Nitrogen, nitrate (NO3); Sporadic; Sample; Groundwater; A2 - ditch buffer well closest to the ditch (ground water); 3; University of North Dakota
GlacialRidge; 47.74537; -96.26686; Nitrogen, nitrite (NO2); GRP:NO2_GW; Nitrogen, nitrite (NO2); Sporadic; Sample; Groundwater; G34 - USGS well at the northeast corner of section 9 (ground water); 8; University of North Dakota
GlacialRidge; 47.74549293; -96.30976726; Ammonium; GRP:NH4_SW; Nitrogen, NH4; Sporadic; Sample; SurfaceWater; MX - middle crossing where Judicial Ditch 66 flow into section 4 from section 9 (surface water); 12; University of North Dakota
GlacialRidge; 47.72697; -96.32194; Nitrogen, nitrate (NO3); GRP:NO3_GW; Nitrogen, nitrate (NO3); Sporadic; Sample; Groundwater; FLW - feedlot well on the west (ground water); 1; University of North Dakota
GlacialRidge; 47.72827003; -96.32239548; Nitrogen, nitrite (NO2); GRP:NO2_GW; Nitrogen, nitrite (NO2); Sporadic; Sample; Groundwater; NWW - feedlot well on the northwest fringe (ground water); 1; University of North Dakota
GlacialRidge; 47.74328989; -96.30994441; Nitrogen, nitrate (NO3); GRP:NO3_GW; Nitrogen, nitrate (NO3); Sporadic; Sample; Groundwater; A3 - ditch buffer well  (ground water); 1; University of North Dakota
GlacialRidge; 47.74545668; -96.30753629; Phosphorus, total; GRP:TP_GW; Phosphorus, total; Sporadic; Sample; Groundwater; M - middle well in wetland basin (ground water); 4; University of North Dakota
GlacialRidge; 47.74329591; -96.30981047; Carbon, dissolved inorganic; GRP:IC_GW; Carbon, dissolved inorganic; Sporadic; Sample; Groundwater; A2 - ditch buffer well closest to the ditch (ground water); 3; University of North Dakota
GlacialRidge; 47.74548814; -96.30884378; Carbon, total dissolved; GRP:TC_GW; Carbon, dissolved total; Sporadic; Sample; Groundwater; G38 - USGS well at the northwest corner of section 9 (ground water); 11; University of North Dakota
GlacialRidge; 47.74328989; -96.30994441; Ammonium; GRP:NH4_GW; Nitrogen, NH4; Sporadic; Sample; Groundwater; A3 - ditch buffer well  (ground water); 1; University of North Dakota
GlacialRidge; 47.75519123; -96.32532162; Carbon, dissolved inorganic; GRP:IC_GW; Carbon, dissolved inorganic; Sporadic; Sample; Groundwater; CN - well in the basin on the northwest (within municipal 10-yr capture zone) (ground water); 3; University of North Dakota
GlacialRidge; 47.72697; -96.32194; Phosphorus, total; GRP:TP_GW; Phosphorus, total; Sporadic; Sample; Groundwater; FLW - feedlot well on the west (ground water); 3; University of North Dakota
GlacialRidge; 47.74584247; -96.30691733; Ammonium; GRP:NH4_GW; Nitrogen, NH4; Sporadic; Sample; Groundwater; NE - northeast well in wetland basin (ground water); 5; University of North Dakota
GlacialRidge; 47.72945811; -96.31778648; Carbon, dissolved organic; GRP:OC_GW; Carbon, dissolved organic; Sporadic; Sample; Groundwater; FLE - feedlot well on the east (ground water); 3; University of North Dakota
GlacialRidge; 47.74537; -96.26686; Carbon, dissolved organic; GRP:OC_GW; Carbon, dissolved organic; Sporadic; Sample; Groundwater; G34 - USGS well at the northeast corner of section 9 (ground water); 8; University of North Dakota
GlacialRidge; 47.74537; -96.26686; Carbon, dissolved inorganic; GRP:IC_GW; Carbon, dissolved inorganic; Sporadic; Sample; Groundwater; G34 - USGS well at the northeast corner of section 9 (ground water); 8; University of North Dakota
GlacialRidge; 47.72827003; -96.32239548; Carbon, total dissolved; GRP:TC_GW; Carbon, dissolved total; Sporadic; Sample; Groundwater; NWW - feedlot well on the northwest fringe (ground water); 1; University of North Dakota
GlacialRidge; 47.74330195; -96.31012428; Phosphorus, total; GRP:TP_GW; Phosphorus, total; Sporadic; Sample; Groundwater; A4 - ditch buffer well (ground water); 3; University of North Dakota
GlacialRidge; 47.72827003; -96.32239548; Carbon, dissolved organic; GRP:OC_GW; Carbon, dissolved organic; Sporadic; Sample; Groundwater; NWW - feedlot well on the northwest fringe (ground water); 1; University of North Dakota
GlacialRidge; 47.74658317; -96.30849362; Nitrogen, nitrate (NO3); GRP:NO3_GW; Nitrogen, nitrate (NO3); Sporadic; Sample; Groundwater; FN - far north well in wetland basin (ground water); 7; University of North Dakota
GlacialRidge; 47.75980993; -96.31251121; Carbon, dissolved organic; GRP:OC_SW; Carbon, dissolved organic; Sporadic; Sample; SurfaceWater; HX - Judicial Ditch 66 where it crosses U.S. Hwy 2 (surface water); 11; University of North Dakota
GlacialRidge; 47.74328989; -96.30994441; Phosphorus, total; GRP:TP_GW; Phosphorus, total; Sporadic; Sample; Groundwater; A3 - ditch buffer well  (ground water); 1; University of North Dakota
